	t	AveExpr	lods	logFC	CI.L	CI.R	adj.P.Val	P.Value
FAM161A	-1.5217645973873088	1.9901389029714716	-5.358577515929397	-0.42968873451853984	-0.9966104967942597	0.13723302775718005	0.2414246051985912	0.13426978042876603
FLJ42627	1.5215720097490908	1.5677948537801172	-5.293996707669758	0.4656989935962661	-0.14881167351334024	1.0802096607058724	0.2414851989274111	0.13431798361962488
EXOC6B	1.5214402943360508	2.8347369823684483	-5.507717445430671	0.5668044739042135	-0.18118414993062926	1.3147930977390563	0.24151840484342865	0.13435095889848866
KLHL20	1.5213238347728597	4.326025404015083	-5.756511494966674	0.2678758009418418	-0.08565597129719238	0.621407573180876	0.24152375983740873	0.134380120206304
ZBTB3	1.5212735643462836	2.376645056099707	-5.412254314541394	0.31286246220512126	-0.10005455135000357	0.725779475760246	0.24152375983740873	0.13439270940613715
SLC8A3	1.5212546133099545	-2.884599353588793	-4.866023000534593	0.8749243614742488	-0.2798183724967378	2.0296670954452356	0.24152375983740873	0.13439745554916468
SYN3	-1.5211596725777994	-2.0651454921493366	-4.9193951020283695	-0.9398629490867765	-2.180390355141024	0.30066445696747146	0.24153002417591696	0.13442123474291606
FOSB	1.5211248634652756	4.342304292310977	-5.75386315155421	1.0344418541658005	-0.33095172478207857	2.3998354331136795	0.24153002417591696	0.13442995399628963
RARS	1.520966048823963	6.413071936637877	-5.940607175791267	0.23067528035748008	-0.07383234642037728	0.5351829071353374	0.24153344907095314	0.13446974081892935
PARD6A	1.5209113664830793	2.361881050986318	-5.401726449238625	0.5095911612637065	-0.16312927064142535	1.1823115931688384	0.24153344907095314	0.13448344220762234
ATG4D	-1.520889260164805	4.192075632315093	-5.726528634870418	-0.30027529905301664	-0.6966798687150604	0.0961292706090271	0.24153344907095314	0.1344889815555078
ZNF202	-1.5208856497313115	3.559185666748375	-5.625348644470039	-0.2814765019314822	-0.6530649637417265	0.09011195987876203	0.24153344907095314	0.13448988626647487
STOX1	1.5205267372766191	2.7423682650884653	-5.493408331880175	0.7529064693445346	-0.24127028604736955	1.7470832247364387	0.24166894545262468	0.13457984758178596
TLK1	1.5201494435515235	6.366919734252897	-5.938684973155486	0.24300722905171046	-0.07795176167629397	0.5639662197797148	0.2418127778270167	0.13467446779519074
UNC5B	1.5198627546354901	6.1688051393813454	-5.9308583658318055	0.5297106467757855	-0.17005233937813535	1.2294736329297065	0.24191584812976094	0.13474640093425844
BDKRB2	1.5197072069062836	3.4823468667756465	-5.615414890487381	0.4819295117066109	-0.15477838475264716	1.118637408165869	0.24193875897093475	0.1347854422225019
KRI1	-1.5196961254892132	5.189420605374825	-5.864415568174188	-0.2892085236161632	-0.6713031847031882	0.09288613747086172	0.24193875897093475	0.13478822391678022
ZNF397OS	1.51945397195753	4.128400136610671	-5.725301926388469	0.3262191620988881	-0.10484166349701152	0.7572799876947878	0.24202179672215812	0.13484902151300066
BRD1	-1.5183508455986254	5.39849974118227	-5.8881437184927545	-0.25760278183913954	-0.5982423160268431	0.083036752348564	0.2424932347048646	0.1351262601556597
RABEPK	1.5179012714422926	4.7810140119016165	-5.8193815145296615	0.3071705776157003	-0.09913494636133813	0.7134761015927388	0.24267007602447552	0.13523937750336987
NUFIP2	1.517693198775854	7.270032582212796	-5.951050049727111	0.25804926795712824	-0.08332853630126347	0.5994270722155199	0.24273790302382334	0.13529175615982467
EIF3I	-1.5174611966687843	7.665145357646724	-5.9482439016443065	-0.23081108152220597	-0.5362017051106434	0.07457954206623146	0.2428165561985906	0.1353501776624096
TXNDC3	1.5173948705634805	-2.786708852167888	-4.873686292947721	0.8542639553266196	-0.2760786767840686	1.9846065874373078	0.2428203626098808	0.13536688322792273
MEN1	-1.5172894303380113	5.691407432248306	-5.910431080801349	-0.27768548054041364	-0.6451381247743057	0.08976716369347837	0.24284184423995298	0.13539344384861762
BCL7C	-1.5171497432163386	5.163824379180815	-5.862268728641787	-0.4194499856388436	-0.9745463375687579	0.13564636629107063	0.24284677575066385	0.13542863772019245
FBRSL1	-1.517114751805406	4.73210716978569	-5.8134576532161315	-0.31967634286303426	-0.7427429076746218	0.1033902219485533	0.24284677575066385	0.1354374548709685
UIMC1	1.51710485193766	4.367180721678152	-5.764938799214062	0.22929760687816403	-0.07416177025102472	0.5327569840073527	0.24284677575066385	0.13543994952676663
COL17A1	1.5166137618709283	3.32474796046361	-5.604597271026846	1.4383658736756892	-0.4658273498211998	3.342559097172578	0.24304257000998578	0.13556374460556986
RAB9A	-1.5165270915754934	4.600222204454173	-5.804266587376645	-0.31025891070123635	-0.7210213531477476	0.10050353174527488	0.24305558495696714	0.13558560198680544
KIAA0748	1.5164112316335614	-0.04706056840886504	-5.117610518516495	0.8714836372412678	-0.2823916765725438	2.0253589510550793	0.2430747367239532	0.13561482508241596
IL18R1	-1.516368978536264	0.9429774012582651	-5.228174676212582	-0.6330251458756071	-1.4711962954787672	0.20514600372755287	0.2430747367239532	0.13562548373366518
MNAT1	1.515996135848293	3.853329635553994	-5.6807863305748905	0.30633074727955467	-0.09937310667443527	0.7120346012335446	0.24321717312297936	0.1357195648940301
LOC388242	-1.5156441709577806	-0.18376762257297447	-5.094441815808088	-0.7374518018715537	-1.7143583592159921	0.23945475547288475	0.2433502242954839	0.13580842547469288
GCNT1	-1.515568589351181	4.690205575477329	-5.821926132642007	-0.6102353024660072	-1.4186577603311004	0.19818715539908582	0.2433582375318895	0.1358275135966276
SETD3	1.5153748781381362	6.242353936212125	-5.943466819993398	0.18559047517987892	-0.060305962829015014	0.43148691318877286	0.24341971276419896	0.1358764450708988
FAM54B	1.51500460772151	5.4439297756657625	-5.896755130825237	0.240220521186445	-0.07813529487343529	0.5585763372463253	0.2435611339514085	0.13597001441911963
HIGD1A	1.5146092019426511	6.587571287080987	-5.9528271703866285	0.3579154441607937	-0.11654114775691882	0.8323720360785062	0.2437140027508055	0.13606999216645574
BCO2	1.5144852193877931	-0.6376499606279047	-5.07129739192904	0.7820092592897894	-0.25471555434882576	1.8187340729284045	0.24372947597665506	0.13610135299869086
FIZ1	1.514459307716465	4.455522307223857	-5.777394276695689	0.3545537025813772	-0.11549304672771266	0.824600451890467	0.24372947597665506	0.13610790796582214
C1orf107	-1.5142487683501484	5.450923042083856	-5.899378340957759	-0.30320612020861937	-0.7052351107284949	0.0988228703112562	0.24379864677253776	0.13616117815842815
OSBP	1.5138890428948388	6.91315579118966	-5.956474081686988	0.26201377556328964	-0.08547974960410681	0.6095073007306862	0.243904637419774	0.13625223342476492
MAGED1	-1.5138746082215162	8.156610178514915	-5.944124759737975	-0.4487829208169991	-1.0439830999568587	0.14641725832286046	0.243904637419774	0.13625588820163573
ZNF436	1.5137593812980918	5.607045909486886	-5.907387161707485	0.3308640507849736	-0.10797914810492065	0.7697072496748678	0.243904637419774	0.13628506579457444
GRAMD1B	-1.5137512327545406	-0.6529562040694056	-5.058908997596766	-0.7916105640012252	-1.8415728714139739	0.25835174341152345	0.243904637419774	0.1362871293448489
NCRNA00116	-1.513725609378549	2.801303672933404	-5.480559996345997	-0.4398884131936791	-1.0233496408483937	0.14357281446103554	0.243904637419774	0.13629361841162627
CHDH	1.5135928822825389	4.659987710710907	-5.8099297751308105	0.5591374581174176	-0.18255890290085885	1.3008338191356938	0.24393857776937006	0.13632723520384316
MORF4L2	1.5133382431845577	8.471814861645466	-5.937975596481933	0.33645046188432115	-0.10992648657244053	0.7828274103410828	0.24402778900622288	0.13639174801753212
VTN	1.513075161520353	-1.8114624601089058	-4.94879086432898	1.1166678869223867	-0.36509994430945647	2.5984357181542297	0.24412085314044854	0.1364584252359252
ZNF416	1.5129260935628461	2.8497366780160034	-5.506870221758681	0.31299534522167116	-0.10237625808560463	0.728366948528947	0.24416222840257892	0.1364962175358081
TAPBP	-1.5127464864075533	8.167468370739662	-5.946267666436828	-0.3240757082002421	-0.754202963822413	0.1060515474219288	0.24421746256074753	0.1365417633019819
RGS10	-1.5124612618278657	5.2456298352103605	-5.883490403708272	-0.361768387692158	-0.8420135420520198	0.11847676666770374	0.24432062802151558	0.13661411692974834
WDR26	1.5121818064396455	7.573694664731277	-5.956692854525221	0.25146283451495055	-0.08241411375645741	0.5853397827863585	0.2444212071380453	0.13668503661635675
PARN	1.5117105806400482	6.438513509102095	-5.952862147630196	0.2514565058948026	-0.08251611210451892	0.5854291238941242	0.24459145132235277	0.13680468970107845
C1orf9	1.511691167718859	7.032194854397996	-5.960422515146261	0.3239103148184661	-0.10629754418178206	0.7541181738187143	0.24459145132235277	0.13680962079069497
TTLL6	1.5116306022963586	-3.9023373564319117	-4.802770695626841	1.2028641075390976	-0.39480753878567065	2.8005357538638656	0.24459269371794967	0.1368250059633023
TFAP2A	1.5111210634119587	6.858883633598771	-5.961208264534148	0.41064918653099536	-0.13496838073820394	0.9562667538001947	0.24479789203913985	0.13695449635703227
KRR1	1.510981436954243	5.488459044169991	-5.906006267579612	0.2979851299016696	-0.09797558595630712	0.6939458457596464	0.24483506327740767	0.1369899969665063
DHX34	-1.5108695111908361	4.819963148602841	-5.83355713308976	-0.329942993238884	-0.7684015902425121	0.10851560376474412	0.2448596497031024	0.13701845983686517
SNRNP27	-1.5106934827211862	4.809130771101718	-5.837799143640455	-0.21885810019798946	-0.5097307629403764	0.07201456254439753	0.24491337622560436	0.1370632336138247
RNF11	1.5102617535989558	6.854459535494183	-5.961030010850591	0.25410081380746874	-0.08370760508111896	0.5919092326960564	0.24505525693258026	0.13717309541458547
GGTA1	1.5102082140892001	2.4859840541652436	-5.448476926039807	0.6188389158053047	-0.20389125854223988	1.4415690901528493	0.24505525693258026	0.13718672444830046
ZNF433	1.510207957446644	2.7246490745245424	-5.49130751502353	0.33846571614889065	-0.11151568913744841	0.7884471214352298	0.24505525693258026	0.13718678978189675
PSMD12	-1.5101290547146047	5.846453307460108	-5.93220403952777	-0.3566349303461429	-0.8307966086074601	0.11752674791517431	0.24506484727128924	0.13720687725303052
IGSF1	1.509642614763323	0.7026313633335262	-5.216957358601121	1.8609583389129023	-0.614064103097629	4.335980780923434	0.24525982071924116	0.13733076928321233
CXCL11	-1.5093191434866633	2.4246955504645267	-5.45423744789002	-1.0151249604642887	-2.365502056959401	0.3352521360308238	0.24538072102569305	0.13741320377438812
C20orf151	-1.5086628247787894	2.833137658211675	-5.493579550160926	-0.5340612530823434	-1.2448090442874786	0.1766865381227919	0.2456532660561326	0.13758058294134753
AZI1	-1.5083307844775344	3.9983063335365445	-5.704423462774277	-0.509722996027306	-1.188229897428915	0.168783905374303	0.24577821607506653	0.1376653239108751
ALG5	1.5081708775745473	5.040682203452586	-5.868070950894723	0.3108909443885812	-0.1029887873780867	0.7247706761552491	0.24582474330270354	0.13770614899605502
HOXA11	-1.507896567758387	-0.718785778007176	-5.056899435165428	-0.8594854717618216	-2.0039006906197088	0.28492974709606556	0.24592343470353886	0.13777620413901565
C12orf29	1.5075447328163087	4.36639653538965	-5.779950370973248	0.2892693154848649	-0.09598614010716083	0.6745247710768907	0.24604134422205876	0.13786609959569662
PCDHGB6	1.5075223647578768	0.8187028932044973	-5.2198301354879035	0.8575492201550561	-0.28457128764636686	1.999669727956479	0.24604134422205876	0.13787181631182033
ZNF100	1.5073818992547074	3.813387545828422	-5.69197805148242	0.4118776587674162	-0.13672963430127982	0.9604849518361123	0.24607904183349236	0.13790772008098
EIF2C3	-1.5071598004143627	2.951908473724097	-5.539999832973521	-0.365917567181989	-0.8533793754073778	0.12154424104339989	0.24615398704508934	0.13796450493121765
NCRNA00152	-1.5069567627368476	3.477943875255498	-5.616651828258119	-0.5293983268170943	-1.2347381583922548	0.17594150475806614	0.2462202509811831	0.13801643257701995
ZNF254	1.5067900750048917	4.458688162661169	-5.797800189844718	0.3161360149430683	-0.10511199365866752	0.7373840235448041	0.24626993805149627	0.1380590751815415
LOC152225	1.5066528469415856	-2.5193575283818115	-4.909927315619479	1.7518316372299747	-0.5826787245708354	4.086341999030784	0.2463061863490504	0.1380941891632664
PWP1	-1.5065794502781542	5.619227949648516	-5.9223771617564	-0.21055697730402834	-0.49116122130900575	0.07004726670094907	0.24631330311377683	0.1381129728450583
PRG4	1.5064761604578214	1.3135549887567384	-5.299071056892918	1.222030713533405	-0.40665203039931264	2.8507134574661226	0.24633406663587992	0.13813941022097362
NKX3-1	1.5063517107666262	3.394802208521702	-5.617451192248747	1.1003564120939835	-0.3662839436326466	2.566996767820614	0.24636449204295188	0.13817126887069578
ATP6V1B1	-1.5058262008074066	3.1894476493094053	-5.573076367467889	-1.2392217065529731	-2.891528923760183	0.4130855106542368	0.2465617411398034	0.13830586172493084
ISCA2	1.5058041514566758	4.0280330421637816	-5.721414968735272	0.31708155487881085	-0.10570301260785131	0.739866122365473	0.2465617411398034	0.1383115112459918
LOC613037	1.5056311170524852	-0.6308006042442613	-5.075505245025001	1.1094406717455745	-0.37001561745158873	2.588896960942738	0.2466143826692129	0.1383558527635506
NOL3	1.5054434988653644	4.47027810167544	-5.792329667126175	0.4334825278850172	-0.14464516633003544	1.0116102221000698	0.24667369638403508	0.13840394424142077
FLJ12825	1.5050516680537251	-0.4926372159090609	-5.08604233177743	0.909625259581605	-0.30384109614212185	2.1230916153053316	0.24682635687002785	0.13850442355775797
C1orf25	1.5048548398800656	5.265507118357547	-5.89555055358931	0.3186786671671644	-0.10650347920218972	0.7438608135365186	0.24688991900983612	0.1385549191127873
PSMB7	-1.5046332079746005	6.7484461559916	-5.970714067348745	-0.2928070494193902	-0.6835287413154866	0.09791464247670623	0.24696483620207182	0.13861179545395563
IFNG	-1.5045604831832182	-3.2203064648321384	-4.863072286262034	-1.1453542780378725	-2.6737887655345576	0.3830802094588128	0.24697166710092444	0.1386304625060204
CALML6	1.503822741258715	-3.5804904766441847	-4.834490884969616	0.9184412792444365	-0.307787159188625	2.1446697176774983	0.24728276350723646	0.13881993936949785
CD1C	1.5034945884949287	-0.11231585432509936	-5.143555323406025	1.0461192650991047	-0.35087932556274914	2.4431178557609585	0.24740654272907597	0.138904285971856
PCNX	1.5027532705159135	5.832202263927704	-5.940945767042572	0.30990915614260395	-0.10415092500452328	0.7239692372897312	0.24771150496666824	0.13909497992121367
PSMA5	-1.5027133316278043	6.519974438905115	-5.9701259858012055	-0.2886478907878356	-0.6743116997895686	0.09701591821389749	0.24771150496666824	0.13910525954584674
MAMSTR	-1.502363344958141	0.49019827323758297	-5.177643051674789	-0.6081741903552618	-1.420947893599717	0.20459951288919354	0.24781947732198506	0.13919536622943318
SLC37A2	1.5023622011948259	3.902578286416502	-5.708346718077566	0.6341239177529929	-0.2133300608933152	1.4815778963993012	0.24781947732198506	0.13919566077568793
DAB2IP	-1.501801061561353	5.72033229458039	-5.935809406348431	-0.37427952443740153	-0.8746599351423392	0.12610088626753613	0.2480503349169983	0.139340227175897
MSRA	-1.5015130589356667	2.6079552556883936	-5.474527856389972	-0.40328042065491987	-0.942536017140064	0.13597517583022423	0.24815597075247886	0.13941447149661787
C10orf75	1.5012056711994675	2.3090813600388813	-5.427268825753694	0.6181694397856567	-0.2085991562423568	1.4449380358136703	0.2482430923930078	0.1394937477035994
CYB5RL	1.501197169904127	1.920307276892897	-5.373393265161277	0.44916228425167093	-0.15157167348931277	1.0498962419926547	0.2482430923930078	0.13949594072047533
FBXO18	-1.501149861289469	6.3602411398046454	-5.968551902349038	-0.19591335764991324	-0.45794674711642297	0.06612003181659648	0.2482430923930078	0.1395081450763588
C17orf71	1.5008983966852727	4.934748089426639	-5.866089665469611	0.34676742649205927	-0.11711042706697644	0.810645280051095	0.24833201073206904	0.13957303041625838
OR51E2	1.5007562145397702	-1.8964837874308733	-4.969018108612503	0.7557511939441424	-0.2553283613896331	1.7668307492779178	0.2483707634182777	0.1396097282181178
JAK3	-1.5004039400377007	3.109875775444591	-5.578945644614769	-0.5993027524587986	-1.4012664575345974	0.20266095261700035	0.24850602562106017	0.13970068467346086
CUZD1	-1.50020998795246	-0.6493578085656211	-5.075666972838473	-0.6504397129930335	-1.5209454430926643	0.22006601710659734	0.2485685858140034	0.13975078269098412
DHODH	-1.499965519167872	2.5622195624131754	-5.46170368212917	-0.38014002397276947	-0.8889773471616773	0.12869729921613837	0.24862924052025656	0.13981394950248197
EIF5A2	-1.4999624236139955	2.452780276525029	-5.465845946054382	-0.45240650631943957	-1.0579775491735606	0.15316453653468143	0.24862924052025656	0.1398147494889587
NCRNA00085	1.4997449868649675	1.08647112732481	-5.250505285583605	0.5886524869945564	-0.19940554816501876	1.3767105221541316	0.24870261990494444	0.13987095091831228
SMC2	-1.4989251030183908	5.285589187261921	-5.903653584809197	-0.328379405660316	-0.7682375288078505	0.11147871748721855	0.24905311686059364	0.14008302939336092
MSMP	1.4987743732554282	0.6114586433637176	-5.20646685233883	0.47058314239725574	-0.1598176407352141	1.1009839255297256	0.24909588611302974	0.1401220462062845
BNIP1	1.498643189744487	3.409579707988809	-5.620825763712505	0.2612399469733808	-0.08875194196598057	0.6112318359127422	0.24912299487043219	0.14015601042425083
C21orf122	-1.4985620651829983	0.7327085848701496	-5.215146858986205	-0.40571410623609416	-0.9492922803839798	0.1378640679117915	0.24912299487043219	0.14017701733544521
RAB4A	-1.4984559632176764	5.6067122849922795	-5.934957162041884	-0.2615485629591303	-0.6119976969020213	0.0889005709837607	0.24912299487043219	0.14020449581886718
VASH1	1.4984471250277756	4.954633824091752	-5.87118171420823	0.44980241002169485	-0.15289176275220218	1.0524965827955919	0.24912299487043219	0.14020678494214697
MAGEE1	1.498426576487792	2.961569748614597	-5.545014742225527	0.5027634086012762	-0.17090290627999805	1.1764297234825505	0.24912299487043219	0.14021210720305224
ADCK2	1.4981746737399797	5.576801031576886	-5.930944744629781	0.23670582882578817	-0.08051605403300394	0.5539277116845802	0.24921108753045346	0.14027736533873905
CHST12	-1.4981196500273073	3.6067262555085637	-5.654236430921693	-0.38637905296960096	-0.9042048835588937	0.1314467776196918	0.24921108753045346	0.1402916230284048
MAP1S	-1.497790056310743	5.201522901495175	-5.893208178292687	-0.314094566957003	-0.7351372441576202	0.10694811024361417	0.2493362385387526	0.1403770510547908
PCMT1	-1.4974174156795887	6.499863810419198	-5.976916908275404	-0.2981066427936607	-0.6978170085206334	0.10160372293331194	0.24948126653029168	0.14047368610939848
ZNF835	1.4964315019397434	-1.0093878941500898	-5.0421268864828015	0.9376588626037559	-0.32041070782852854	2.1957284330360403	0.24990913452810856	0.1407296123324652
STEAP4	1.4963698994999186	5.23881721288223	-5.899057182317085	1.0523990875320264	-0.359677123498231	2.4644752985622835	0.24991089882167866	0.14074561551056342
GOLGA6L10	-1.4962984053070283	1.8127376823925396	-5.372331119449205	-0.49165528687006166	-1.1513745082401603	0.16806393450003698	0.24991722826458768	0.1407641901901083
GLYCTK	1.495888483106048	1.4127193746260676	-5.299832092877344	0.43841938092399024	-0.15002736174712794	1.0268661235951084	0.2500625399964304	0.1408707282451594
NTRK1	1.4958679225285938	-2.018743241020598	-4.958231681358446	0.8364959117353807	-0.2862648092568527	1.9592566327276142	0.2500625399964304	0.1408760735835746
CHN1	-1.4952951640553052	3.4735391385991647	-5.646456720664092	-0.44850719179125553	-1.0507326625730462	0.15371827899053525	0.25029368398742413	0.14102504386505404
RAB36	1.495188809233982	3.1740433392581027	-5.604017694054672	0.7486146744775191	-0.25664655994615715	1.7538759089011953	0.25029368398742413	0.14105271969634442
PABPC5	1.495187506118293	-0.06575706185744776	-5.152130366256771	0.7171730669790717	-0.2458683153495269	1.6802144493076703	0.25029368398742413	0.14105305882196817
C11orf51	-1.4951361580986968	4.553921551960018	-5.817926339424248	-0.36749168408095834	-0.8609874247609857	0.12600405659906905	0.25029368398742413	0.14106642225453384
ZNF576	-1.4947858744133313	3.6390667998957076	-5.667960620065847	-0.25749138947515693	-0.6033514099654924	0.08836863101517856	0.25042879322122785	0.14115761107394736
HLCS	1.49460868707311	5.544300103751251	-5.9345738908711825	0.29210249460416726	-0.10029335123566674	0.6844983404440013	0.25048396902135306	0.141203755749815
HOXD3	1.4938764555530237	-0.6250611449774554	-5.094405455077147	0.7210834170050981	-0.24805868922997576	1.690225523240172	0.2507957493070931	0.1413945765012422
C6orf120	1.4936698030953	5.4847409733677335	-5.932339176001962	0.27490420541384086	-0.0946204491829527	0.6444288600106345	0.25086461246988595	0.1414484673794168
SNX16	-1.4930384164060042	3.9319529687155033	-5.740739112062688	-0.3547539725417863	-0.8318138828715218	0.12230593778794918	0.2511300600344969	0.14161322124107456
WWP2	-1.4923916928704841	5.848892037398911	-5.958428948388473	-0.2756699940113112	-0.6465413661601398	0.09520137813751739	0.2514028262631285	0.1417821344510977
TRMT2A	-1.492259639264648	4.668093624999285	-5.840725602896518	-0.33454406787417934	-0.7846612358328673	0.1155731000845086	0.25143093732605637	0.141816644196874
DPYSL2	-1.492215464263836	6.3257889536113	-5.979236138418173	-0.43860418465386	-1.0287480157854136	0.1515396464776937	0.25143093732605637	0.14182818999197125
CAMTA1	-1.4921260870896504	4.559600527204087	-5.833447701806269	-0.2941712460801469	-0.6900036410921184	0.10166114893182471	0.25144558140929396	0.14185155232297286
SLC12A1	-1.4920583622061288	-2.3074998907035966	-4.965052245519103	-1.2628657715636413	-2.9622360513390706	0.43650450821178777	0.25145019467059493	0.14186925698111524
CCNL1	-1.4919675910655605	5.741907465480601	-5.953609138951846	-0.3144934855805035	-0.7377161351578656	0.10872916399685861	0.2514654890016341	0.14189298913936052
WRAP53	-1.491871433584406	3.368464821861884	-5.623067254158874	-0.3026413344203389	-0.7099404642959312	0.10465779545525333	0.25148328162843114	0.14191813298382816
BCL11B	-1.491617316768823	1.7979788956134564	-5.391986431452848	-0.9125849833519712	-2.140964423190587	0.3157944564866446	0.2515742849889539	0.14198459796043242
SETDB1	-1.4915205362407498	6.089737196179076	-5.972431108983073	-0.2518866381425777	-0.5909591081024672	0.08718583181731177	0.2515923737990764	0.14200991765547866
LACTB2	-1.4914545756068158	3.59581565843663	-5.673520327591817	-0.41105317990678003	-0.9644091739445216	0.14230281413096157	0.2515961788987015	0.14202717630443817
CD44	-1.491254932127731	8.621843487638861	-5.96413304398279	-0.44395409694683075	-1.0416810122804652	0.15377281838680357	0.2516615728478511	0.1420794232777018
BEX4	1.4911604864395773	5.392390215872065	-5.924637850003686	0.4938591152092231	-0.17110058268883177	1.158818813107278	0.2516615728478511	0.14210414513965933
GFER	1.491140275631957	4.75666005448859	-5.852575369331286	0.3535938549444655	-0.12251125802712676	0.8296989679160578	0.2516615728478511	0.14210943591084063
ZNF221	1.4908174697581993	-0.09343745198739728	-5.148282224149943	0.6735481172459621	-0.2335636285177357	1.58065986300966	0.2517665942677653	0.14219396092291012
CD160	1.4907547688126932	-0.8038013697671038	-5.080436724092074	0.5055354264394827	-0.17533116523076853	1.186402018109734	0.2517665942677653	0.14221038344393408
SERPINA1	1.49074056744828	6.292517382703228	-5.9742394969322685	1.0205362361826813	-0.3539582341594325	2.3950307065247953	0.2517665942677653	0.14221410324854852
SCAPER	1.4906094199494453	3.7395721085901403	-5.702591422867794	0.37116177757361335	-0.12877607657456347	0.8710996317217902	0.25180064191466767	0.14224845872969155
PRINS	1.4904579131277025	-2.169551210064937	-4.960303359517666	0.6779650386792238	-0.23531553275964445	1.5912456101180918	0.251844136574244	0.14228815572095574
NPTXR	1.4896282583512626	4.607900736991778	-5.832441076113258	0.7338264777569803	-0.2552550995382039	1.7229080550521645	0.25219969770061684	0.14250569267312202
KIAA0892	1.4895226129091304	6.021133542400833	-5.970646603587788	0.21801130002875002	-0.0758541583800964	0.5118767584375965	0.25219969770061684	0.14253341195584543
PCDHB4	1.4895185281354142	1.7585447408550674	-5.37728891163205	0.604402435174971	-0.21029609526274262	1.4191009656126847	0.25219969770061684	0.14253448380557385
SHB	-1.4893232622426875	5.13274508877712	-5.900037438050038	-0.30811241897862196	-0.7234840844923047	0.10725924653506075	0.25226356307047915	0.14258572925262938
ISCA1	1.4891341194210803	5.220179060463427	-5.915458926499488	0.23031284229763216	-0.08021530903419699	0.5408409936294614	0.2523017668332589	0.14263538164979098
MMGT1	-1.4891255578226308	5.221977585579554	-5.915677918408527	-0.3109795997338267	-0.7302722212514654	0.10831302178381197	0.2523017668332589	0.14263762950158954
STT3A	-1.4888108316394106	7.58379514091651	-5.990511377916608	-0.25487094341983685	-0.5985851191078349	0.08884323226816115	0.2524016311341403	0.14272028044768956
C15orf37	-1.4887951263754315	1.136465079778217	-5.2752973201411795	-0.3929826715925896	-0.9229573250507606	0.13699198186558137	0.2524016311341403	0.1427244058335094
TMEM70	-1.4887082634465707	4.830820155019217	-5.871107391875892	-0.31212535732491986	-0.7330807628879814	0.10883004823814174	0.2524151746357684	0.1427472242865102
MBD5	1.4883199677801238	3.9979515272263426	-5.752692559338015	0.30548756467178784	-0.10662311111939066	0.7175982404629664	0.2525687826803532	0.14284926285290608
GPR115	-1.4880824236435646	-2.677419732295944	-4.925365652732364	-1.3036331540438315	-3.062548941771566	0.45528263368390287	0.25262921993703796	0.1429117144785099
ANKRD36	-1.4880745261348651	2.921946638199489	-5.561073488308085	-0.4364431510931408	-1.0253134331067766	0.15242713092049498	0.25262921993703796	0.142913791146364
LOC100128842	1.4879326769547205	0.052913580201287135	-5.166508521877286	0.6202160553181012	-0.21668932555380305	1.4571214361900053	0.25266833629962077	0.14295109477131698
GAS1	-1.4876758008760211	4.466229184285222	-5.828940599902929	-0.6578132415866982	-1.5456046749282293	0.2299781917548328	0.25276094043149416	0.14301866785616257
C14orf73	1.4874225667952012	-2.4428884629754526	-4.933035996178613	1.0113728365410628	-0.3538186024757557	2.3765642755578815	0.2528518755436392	0.14308530758992002
MGMT	1.4873382734374858	4.287940795659766	-5.782804045147084	0.369363645562935	-0.12924640856556846	0.8679736996914384	0.25286424657394285	0.14310749522319902
UBD	-1.4872711403339711	4.123389143634441	-5.771499917047516	-1.1003675559658426	-2.5858388486459187	0.3851037367142338	0.25286863809439875	0.1431251678919888
HERPUD2	1.486227499534792	5.045350568936269	-5.901494133832205	0.21445953910610527	-0.07525928429864326	0.5041783625108538	0.2533275440269708	0.1434001262735255
TAF2	-1.4858981745959052	5.560728342775938	-5.94572176273618	-0.38963494343548355	-0.9161193183141285	0.13684943144316142	0.2534540809855066	0.14348697701918228
RPL31	-1.4856756628593817	9.1591058899395	-5.960826718141663	-0.3619720362039658	-0.8511508604996483	0.1272067880917167	0.2535303561571229	0.1435456821220218
ATP5EP2	-1.4856190833206275	1.0743155651864293	-5.274757279200634	-0.5078327116492786	-1.1941577452037095	0.1784923219051523	0.2535303561571229	0.1435606124834447
NR4A3	-1.4854240839900155	1.7747228152518664	-5.382031523030559	-0.7097522100588112	-1.6690930423300876	0.24958862221246514	0.25359434855613733	0.1436120788309801
ZMIZ2	-1.4852528281886763	6.874099927142421	-6.0000312635481325	-0.28960830128651693	-0.6811042348731939	0.10188763230016012	0.2536472839415416	0.14365729054466891
FOXA3	1.4846450699497566	-2.288612539970269	-4.966958739317479	1.421837908671594	-0.5010062437734977	3.3446820611166856	0.25390381413853735	0.14381783009853127
RBM7	-1.4844053808758804	4.2865735084302745	-5.808002606656712	-0.324911209422198	-0.7643807826813844	0.11455836383698853	0.2539887295146218	0.14388118298990468
AKT1S1	1.4843450229971276	5.840664807809155	-5.96878792684678	0.288683151650857	-0.101800822406729	0.6791671257084431	0.2539899690497886	0.14389713982262198
WDR35	1.4841788591712883	4.871067389554259	-5.881900653464326	0.32420413449313834	-0.11437598856642905	0.7627842575527057	0.25404058856516	0.1439410758272504
SH3BGRL2	1.4837915980724685	3.938119014570823	-5.753085201797862	0.5153907420779973	-0.1820066881457838	1.2127881723017784	0.2541944366528881	0.14404351410330327
