	t	AveExpr	lods	logFC	CI.L	CI.R	adj.P.Val	P.Value
TMEM175	3.565927112075803	4.202305348815036	-1.1493637622876305	0.7233020674764243	0.31604945230620757	1.130554682646641	0.004596744801610984	0.0008009103104788868
DOLPP1	3.5647615302436204	4.57069610958233	-1.2075116729635438	0.5941275604570411	0.2594968050864041	0.928758315827678	0.004611493332095941	0.0008037569759605059
LTC4S	3.564587920045466	-0.31285057822352275	-0.6663039459434765	1.6256063928849152	0.7099707190493532	2.541242066720477	0.004612341389686438	0.0008041818050606444
ZNF609	3.5641013113080713	6.259713236258219	-1.3385142046996537	0.7200388642536728	0.3144158996650462	1.1256618288422995	0.004617586778417951	0.0008053736939655092
CPSF4	-3.563866877003219	4.3889923460265186	-1.18646562569558	-0.5740705408533633	-0.8974857392691704	-0.2506553424375561	0.004619291829563782	0.0008059485144073746
SFRS2	-3.562671147939543	7.40529608217443	-1.3591016851649709	-0.46424362911344996	-0.7258732145859876	-0.20261404364091223	0.004634535410568304	0.0008088864806673568
GDE1	3.5623871478169415	6.99500524815894	-1.3602238214592601	0.5977949450564033	0.2608741939041597	0.9347156962086469	0.0046369464473796015	0.0008095857851370871
ZNF141	3.562131977797737	2.110721480850657	-0.8686348506795181	0.8580040364367754	0.37439326861284183	1.341614804260709	0.004638952189482152	0.0008102145926134594
AKIRIN2	-3.56029716582354	5.076076728116111	-1.2803932872846522	-0.6025609198970194	-0.9423671601258339	-0.2627546796682049	0.0046633153948629665	0.0008147498188382205
PLXNA1	-3.559495774298312	6.072193008300618	-1.35019685860268	-0.8347295414575164	-1.305570179111741	-0.3638889038032921	0.00467199587032509	0.0008167382701590656
RGMB	3.5594598054747104	5.047297297704882	-1.2770398504318665	0.8633020150584718	0.3763397613199813	1.3502642687969624	0.00467199587032509	0.0008168276263373175
FAM22A	3.5586716054526604	1.3916859061002171	-0.7972794314979375	1.1175617609242803	0.4870397420889312	1.7480837797596294	0.004681600753587836	0.0008187880717386054
ROGDI	3.557936717741106	5.357612855055175	-1.3051357390035268	0.9270857288671017	0.40392117228729496	1.4502502854469084	0.004690464263620602	0.0008206199639595683
UBR7	3.557448244821388	6.259474424955549	-1.360838441962871	0.6726618283442614	0.2930193235408228	1.0523043331477	0.004695824356707985	0.0008218397702971212
TIMM50	-3.555792242773561	5.296202313184093	-1.3100252482609758	-0.720925551192634	-1.127997032192587	-0.3138540701926811	0.004717272096741657	0.0008259880098500345
GALNTL6	3.555723720585557	-3.1408567534063883	-0.6167924445197652	2.114383062942359	0.9204711118171305	3.3082950140675873	0.004717272096741657	0.0008261600861320523
PRR12	3.5554314014895914	5.84617856286636	-1.3484321320346675	0.7413583343831629	0.3227069730589684	1.1600096957073573	0.004719847230338077	0.0008268945568105807
DHRS2	3.555003193450278	2.4577209274086504	-0.9145146656706249	5.029354823627322	2.1888932498421396	7.869816397412503	0.004723787728088309	0.0008279715830943598
C19orf36	3.5548815982026816	-0.1771815609759687	-0.7039743769569355	1.8171780772212147	0.7908434406298717	2.843512713812558	0.004723787728088309	0.000828277662860623
DNASE2B	3.5548186947249927	-2.788679517614775	-0.6207584335778922	2.6666097102075526	1.160492961838141	4.172726458576964	0.004723787728088309	0.0008284360460070788
KBTBD3	3.5546387964912327	2.36705250915153	-0.9233941161602512	0.8308617715063185	0.3615624375173145	1.3001611054953224	0.004724753382997269	0.0008288891670711726
FPGT	3.5538741993050387	4.599303944773114	-1.2442483939525477	0.7041406314487828	0.3063321922345557	1.10194907066301	0.004734125203281283	0.0008308176482875622
PTGR2	3.553676304023542	4.2187759978584305	-1.186975505756922	0.9324652115184779	0.40563410605086203	1.459296316986094	0.004735352739763065	0.0008313174809806269
CYP4F12	3.5535156101959715	-1.5215472019565532	-0.6522187161950281	3.2162058528925717	1.3990078636901377	5.033403842095005	0.004736045599780113	0.0008317235635890121
NUDT19	-3.553331100451414	4.857006231365494	-1.2741546400559214	-0.9077508259741718	-1.4206684394833555	-0.39483321246498815	0.004737081902816488	0.000832190064008302
KALRN	-3.552531184266367	3.413753869430484	-1.078807717474521	-1.181838178997615	-1.849777105135617	-0.5138992528596128	0.0047469878508749975	0.0008342154025021166
PKP1	-3.550963809277388	3.260001491102755	-1.0663025240753043	-3.433903646310294	-5.375497980738569	-1.4923093118820192	0.004768018201650762	0.0008381975541280349
ERCC3	-3.5505065146084553	5.789587721533512	-1.3637025073400277	-0.4572019708959205	-0.7157459433074864	-0.19865799848435461	0.004772860351208281	0.0008393627959950217
TCTN3	3.5504048341232406	6.041007161284547	-1.3747050473891687	0.5158574545296375	0.22413593179993174	0.8075789772593432	0.004772860351208281	0.0008396221002215648
DKK2	3.5501381693383225	1.6326007184177438	-0.8500157734171747	1.7037319006999279	0.7401854930744911	2.667278308325365	0.004775097873133406	0.0008403025086054582
TM7SF2	3.5489102328595403	4.403021165648328	-1.2179687201035474	1.5022025583272987	0.6523372136572877	2.3520679029973097	0.0047913056195838565	0.0008434424487087257
SLC25A5	-3.5486308109235476	7.997569735467177	-1.3914004145964967	-0.6248621733484185	-0.9784033909199276	-0.2713209557769095	0.004793737831373419	0.0008441585178130249
DNAH17	-3.548486357401017	0.5349805946169086	-0.7661635489997298	-1.705355151628026	-2.670268545503694	-0.7404417577523582	0.004794206186167108	0.000844528933575263
GALC	3.548268104816673	5.274177586955249	-1.329174428089443	0.8221383043994956	0.35693253428592214	1.287344074513069	0.004795749798267101	0.0008450888833703108
CSRNP1	3.5473189510657988	5.138554810659266	-1.3193475520247002	0.9022230854530964	0.39156485791397144	1.4128813129922213	0.004807953626294592	0.0008475281617522299
ABCB4	3.5468859721665202	0.26707731248450317	-0.7504062319660108	1.3708178431201328	0.5948402885860692	2.1467953976541962	0.004812638989078523	0.0008486431274435162
ZNF615	3.5459361479946243	3.7713327260472704	-1.149677860838941	0.991297408896719	0.4300043168744161	1.552590500919022	0.004824894092526692	0.0008510939309159697
DNA2	-3.545497618284687	2.963339799240664	-1.0287703480465504	-1.0612931439422026	-1.6622935949612674	-0.4602926929231378	0.004829677258662794	0.0008522277348919694
GPIHBP1	3.5450275662306443	0.691540023517214	-0.783084863251597	2.0098813962956736	0.8715533113358964	3.148209481255451	0.004834927953338922	0.0008534446399317172
TCP11L2	3.544429770822337	2.541674946031709	-0.9770395610767215	1.0849639426776578	0.47037383340830907	1.6995540519470067	0.004842061553576124	0.0008549946527035318
MAN1A1	3.543479092132261	5.493623335063602	-1.3453370202377455	1.4646810616409578	0.634773295259033	2.2945888280228823	0.004854401685357067	0.0008574651865846928
PTEN	3.542621597337779	6.679182676501668	-1.4139542014459305	0.7137993549231059	0.30925325149227806	1.1183454583539336	0.004865396032684295	0.0008596994070965282
PLCG2	-3.541646194386104	4.034368053991169	-1.203674845392312	-1.219490235103657	-1.9108272192306692	-0.5281532509766447	0.004878159179107288	0.0008622475954422071
CTU2	-3.54134627666739	3.136069853284282	-1.0546496840857493	-0.9215608836526541	-1.4440440168690403	-0.39907775043626803	0.004880941633319543	0.0008630325626722364
RAB11FIP1	3.5412054792843897	7.517089676185679	-1.4103878898946158	1.8147579441012596	0.7858317679978624	2.8436841202046566	0.0048813689989357254	0.000863401303415358
SVEP1	3.540998085136005	4.117704425694396	-1.2099020286388535	1.7147693919254818	0.7424774908301547	2.687061293020809	0.004882783359783997	0.0008639447314068261
C22orf23	-3.5398042936904703	0.7975287914743214	-0.807845470695721	-1.1478528454345454	-1.798916723374977	-0.49678896749411383	0.004898489028787707	0.0008670791372650649
DARS	-3.539715748870642	6.349697386968373	-1.4177648216274887	-0.5215867747024712	-0.8174389862557407	-0.22573456314920165	0.004898489028787707	0.000867312051463433
C1orf130	-3.539507457882763	0.6372750561305809	-0.8078597144175035	-2.661619925705736	-4.171421398300339	-1.1518184531111335	0.004899922738036207	0.000867860189457584
GTF3C6	-3.5386846017766436	5.386889223497388	-1.3679073689932082	-0.7674945161218254	-1.2029563147133082	-0.33203271753034247	0.004910420154536694	0.0008700288503253531
FARP2	3.538578332889971	4.013884725427284	-1.206276681346619	0.8513853861048561	0.36831099560432407	1.3344597766053883	0.004910420154536694	0.0008703093018641311
ABI1	-3.538204022187233	6.33441464888124	-1.4214485244961956	-0.476856402235299	-0.7474524088995367	-0.2062603955710613	0.004914332234321954	0.0008712978231662708
DCLRE1C	-3.5373962376253023	4.0202387938507735	-1.2141912366412466	-0.6820749677631497	-1.0692122873578065	-0.2949376481684929	0.00492471683385209	0.0008734347633852986
RUNX3	-3.537185538307531	3.643095396438641	-1.1594667184658363	-1.4854293468705215	-2.328590902191934	-0.6422677915491088	0.00492619602458959	0.0008739929763746336
TRAPPC6B	3.5360686295201273	5.056044322025505	-1.3469032257504132	0.5525890019488813	0.23882855942802367	0.8663494444697388	0.004941233923137219	0.0008769577323045335
ZXDB	3.5356745103088634	4.8902750080617325	-1.3274514913266868	0.8478739416219359	0.3663968288116662	1.3293510544322056	0.004945467845096014	0.0008780061831894186
MLLT3	3.5346317673978276	3.975477477871259	-1.2058413658325549	1.4155665202491807	0.6114800707662407	2.219652969732121	0.004959447154217736	0.0008807859000013121
ANXA8L2	-3.5339317764178206	0.4273577234821662	-0.8238690814066034	-3.1668102783732888	-4.966014750859407	-1.3676058058871703	0.00496830048550999	0.0008826566267951081
SNX22	-3.5328074309383157	3.45186963750244	-1.1327990677394109	-1.0190149539336057	-1.5981465094975857	-0.43988339836962564	0.004983573903811891	0.0008856693802630261
PFN2	-3.5325137135849056	6.542046692727737	-1.4366905824387137	-1.2403531512682342	-1.9453353243402676	-0.5353709781962008	0.004986326414568698	0.0008864580292566574
KDM2B	-3.532336779166146	5.300182840426277	-1.3784658372558223	-0.5772189495237994	-0.9053105514974448	-0.24912734755015398	0.0049873156529712	0.0008869334323392025
PPIB	-3.5320776477850653	8.713564348009978	-1.4235680713162022	-0.751987018606	-1.1794482557939319	-0.32452578141806815	0.004989548157118979	0.0008876301286117968
COCH	-3.531357850423532	0.4524622208776186	-0.830126082247026	-2.8181081000515107	-4.420366497519641	-1.2158497025833803	0.004998400721156299	0.0008895681047118394
ZNF629	3.531269821599266	5.941928450863994	-1.4230003279698646	0.6695374897459239	0.28885698717341246	1.0502179923184354	0.004998400721156299	0.0008898053896400763
KIAA2013	-3.5306307811709776	6.155832515639413	-1.4380499251151884	-0.6128359580176532	-0.9613406051206381	-0.2643313109146683	0.005006398135744766	0.0008915297581071009
KTI12	-3.529770897850097	3.22582976061629	-1.1098714816094386	-0.5915375171543329	-0.9280122161255457	-0.25506281818312004	0.005017168153236875	0.0008938550752461925
MTUS1	3.5296987932621433	6.530958378735918	-1.4447628687306686	1.033879890627471	0.4457827349072486	1.6219770463476935	0.005017168153236875	0.0008940503249641928
CHCHD2	-3.5283932942822296	7.829691513669311	-1.4526929304533835	-0.8039880034934388	-1.2614860223937205	-0.346489984593157	0.005035348708233285	0.000897592490452636
ICOSLG	-3.527889047183502	3.975368392561146	-1.2312988567277037	-1.0649475274359066	-1.671027493626548	-0.4588675612452653	0.0050413453690688215	0.0008989642282741941
CLDN4	-3.5269144673689077	7.850431081071362	-1.4561254100798928	-0.9817470686986702	-1.5406306135497274	-0.42286352384761305	0.005054542614305664	0.0009016211149842536
GINS1	-3.526222233787979	3.958782988706115	-1.2234937442590423	-1.1461579709252163	-1.7987645336610196	-0.4935514081894131	0.005063442774838599	0.0009035128218645933
TUBB3	-3.5259551025430502	4.766646947203789	-1.3291672247876916	-1.7632200967343339	-2.767249396064984	-0.7591907974036838	0.005065834427889301	0.0009042438390202404
MRPL3	-3.5255582536954733	6.738551784457863	-1.4654361536478264	-0.5965337904854628	-0.9362558837352835	-0.25681169723564223	0.00506963523629571	0.0009053308763727441
DNAH9	3.5254851547840653	-1.9262760659559832	-0.7189064175320974	2.5654197061726665	1.1043996647005867	4.026439747644746	0.00506963523629571	0.0009055312428074138
PAN2	3.5245048173109774	4.974135349610283	-1.3685564584772427	0.6975198155964311	0.3001681127009749	1.0948715184918871	0.005082992986187623	0.0009082224705049956
TMEM167B	3.5241554245338573	6.200967882971395	-1.4562622928090239	0.5274936835416826	0.22696990055231758	0.8280174665310476	0.00508666154242653	0.0009091834684841653
ELMOD3	3.5239912147313492	4.283232841386307	-1.2862665794428354	0.5593833513271127	0.24067653156849167	0.8780901710857337	0.005087480818984924	0.0009096354593464335
ZSCAN22	3.5236962250460113	2.755106591535315	-1.0606145129694493	0.6395592612355694	0.27514197620339287	1.003976546267746	0.0050903151726548945	0.0009104479630129894
ISY1	-3.5234533044493506	5.067090331360247	-1.3840577369703873	-0.4435819198533757	-0.6963498389922531	-0.19081400071449828	0.005092348957124794	0.0009111175701666524
BDP1	3.5226099277612772	5.558528918892085	-1.4241811291323891	0.8279485919573357	0.3560426406016687	1.2998545433130029	0.005103649490012499	0.000913445974789024
MRPS10	-3.522198210468679	5.823277613268876	-1.4467472827817032	-0.6297234657765785	-0.988688975184361	-0.27075795636879585	0.005108297691191702	0.0009145847097563042
PLEKHG2	-3.5216553331941274	4.572008767590252	-1.3289982757142909	-0.9065817241464726	-1.4234462761234885	-0.3897171721694568	0.005114979829977689	0.0009160882794590672
PRR13	3.5214520372877742	6.906895933206538	-1.4774633101589023	0.6397218701462881	0.27497963276417725	1.004464107528399	0.005116411268031999	0.0009166519406930603
SCGB2A1	3.5209754023386495	0.43166692195002315	-0.828629539515779	4.0295116797565615	1.7317442714318156	6.3272790880813075	0.005121180146545002	0.0009179747631685106
CLDN9	-3.5209225761286653	-0.565042544404061	-0.783318786439902	-2.372490569903554	-3.7253873305945815	-1.0195938092125265	0.005121180146545002	0.0009181214857319419
ABCA8	3.5205270911697726	1.3306018900291097	-0.9325688645092036	2.7808490422185956	1.1949104750265382	4.366787609410653	0.005125579857917148	0.0009192206393189983
QRICH1	3.52041731848815	6.269848803733278	-1.4696241143294984	0.5023707816161291	0.21585611329388982	0.7888854499383684	0.005125579857917148	0.0009195259480839951
KIAA0494	3.5201881882549975	7.5464879126744435	-1.4769520842461041	0.5794146185374629	0.2489384064950269	0.909890830579899	0.005127417291379205	0.0009201635355339979
PHLDB3	3.519136231348263	3.433733843912722	-1.1607444419554769	1.0671589568698239	0.45830985225349063	1.676008061486157	0.005141250189541169	0.0009230961714006457
THUMPD1	3.519076288560404	6.424775919416403	-1.475287118015837	0.6335964818847044	0.2721027988786994	0.9950901648907093	0.005141250189541169	0.000923263547551237
MRPL51	-3.5177805208303803	6.565581339610478	-1.4842920473205217	-0.7438335286495361	-1.1683784480679997	-0.31928860923107255	0.0051597117453827885	0.0009268887585849802
LY6K	-3.517529110723018	1.2301615295471309	-0.9160964962263307	-2.780802283943963	-4.368065852927863	-1.193538714960063	0.005161910171034374	0.0009275937076117025
EFHC1	3.5165753215327484	4.145248103807842	-1.2867138135140346	0.7827836494841374	0.335854728557242	1.2297125704110328	0.005175089062792317	0.0009302727666629071
MLKL	-3.515883962171362	3.0710072106467625	-1.1246665921180306	-0.9641906443339878	-1.5148018139160517	-0.413579474751924	0.005183525696390133	0.0009322193090665929
RBMS1	-3.5158156056886063	5.66455555800653	-1.453145821102022	-0.9181852222886606	-1.442534708100296	-0.3938357364770252	0.005183525696390133	0.0009324119796209277
NAIP	3.515584381493651	1.7048735038399914	-0.9649411659403277	1.4418349344319479	0.618389824624536	2.26528004423936	0.005185419053083303	0.0009330639929752299
LDLRAD1	3.5154202919494293	-3.90389615367259	-0.7177120432588788	2.565974857794348	1.1004547598160774	4.031494955772619	0.005186260898137056	0.00093352696166467
FGF18	3.5138803555653224	-0.9028476874043566	-0.782207448384308	1.6755414579248877	0.7181603677569167	2.632922548092859	0.0052087202858920965	0.0009378824875137841
HIGD1B	3.513664971718119	-0.41571315427509475	-0.8032324059279983	1.3718152854364236	0.5879310585212093	2.155699512351638	0.005210374149226559	0.0009384932176294565
UBE2S	-3.513494900857964	4.1519333655259505	-1.2840530451544998	-1.2670331789356055	-1.9910777429016773	-0.5429886149695339	0.0052113152947622955	0.0009389757287859991
TAF1D	-3.512714026391247	4.750595585317809	-1.383776240072467	-0.8024495169033781	-1.2611102515014463	-0.3437887823053098	0.005221626935399214	0.0009411942005090098
FAM49A	-3.512620268118181	1.7035071924128176	-0.9641641194036827	-1.118764532104742	-1.7582403468420633	-0.4792887173674206	0.005221626935399214	0.0009414609045086151
TRPV4	-3.512002100137883	2.3780304064659537	-1.034946150262508	-1.619437144230981	-2.545255882574926	-0.6936184058870359	0.005229647706332395	0.0009432211448718428
FUT4	-3.5117534551213097	2.812316620392455	-1.1025754243795198	-0.9897071065594965	-1.5555544842340987	-0.4238597288848942	0.005231835991074237	0.0009439300490803007
ARHGAP21	-3.5109301600904987	6.301006455604343	-1.4967524726743378	-0.7769144664433991	-1.2212056087980194	-0.3326233240887787	0.005242697007548066	0.0009462809484536067
MTA2	-3.5108467792296536	6.7664488414524895	-1.507798705176337	-0.531163341569882	-0.8349249300957495	-0.22740175304401444	0.005242697007548066	0.0009465193516330021
WDR62	-3.510423776300347	3.2404924066951915	-1.1579211918825205	-1.248649177499356	-1.9628124720774636	-0.5344858829212484	0.005247655235794636	0.0009477296873293975
C2orf73	3.5095250770781026	-3.0487105760990643	-0.7384166487001327	2.2308969529715568	0.9546115635760708	3.5071823423670425	0.005260171344119871	0.0009503060302169713
SLC6A8	-3.5085319085600517	5.701553869895642	-1.4768120145254642	-1.0674052729481707	-1.6782355428200217	-0.4565750030763197	0.005274220668107132	0.0009531609603804422
CCDC158	3.5083796324013363	-1.067662066121759	-0.7942463852257706	2.3948461991613637	1.024318921595102	3.7653734767276252	0.005274893751480835	0.0009535994109283671
WAPAL	3.507989178934104	6.564405649192249	-1.5108694148263728	0.5801872427925829	0.24811959375671372	0.9122548918284521	0.0052763481531768455	0.0009547245271166716
IQCG	-3.507987558405849	4.307965697925663	-1.3374820816616637	-0.9386002387353543	-1.475804257807488	-0.4013962196632206	0.0052763481531768455	0.0009547291994070781
DBX2	3.5079584832981516	-3.1365474553592914	-0.7441597008023688	2.1959853522569643	0.9391116737247025	3.4528590307892264	0.0052763481531768455	0.0009548130321634736
PPP2R5D	-3.5074338226230624	6.145833133849246	-1.502844929768795	-0.6101923453148004	-0.959488582225458	-0.26089610840414273	0.0052829610421999485	0.000956327001873312
PCK2	3.507241941104169	5.81162744636631	-1.4841204984550052	0.8565828739390753	0.366216932626644	1.3469488152515066	0.005284269699087358	0.0009568812698347378
HTATIP2	-3.506812517669531	5.051594791199905	-1.4298754207880444	-0.9491975677765021	-1.492648960197583	-0.40574617535542123	0.005289371614180354	0.0009581228101121891
POMC	-3.5064771841960503	-1.8085238535133148	-0.7704457751020977	-2.0210562001372185	-3.1782977282064486	-0.8638146720679882	0.005292974775374271	0.0009590933872254759
ZNF704	3.505552847883705	3.4640967435818677	-1.2198771797910277	1.4711051239499673	0.6285393245420732	2.3136709233578614	0.0053060074823729365	0.000961773608516608
TP53BP1	3.505106899189306	6.147046981667012	-1.5059047722322054	0.7713665411531938	0.32951521122538535	1.2132178710810022	0.005311395450611962	0.0009630692411650158
MUTYH	-3.504951514562625	2.9889761727974964	-1.137694603369396	-0.8937450539041598	-1.405719487303414	-0.3817706205049055	0.0053121277929027155	0.0009635210771511231
HMGB3	-3.5046931232546013	6.107177033058853	-1.5062996346898085	-1.2918754027176398	-2.0319700618790355	-0.5517807435562438	0.005312823974841579	0.0009642728891534756
DNAJC22	3.504688780811473	2.1586026628334944	-1.027739459751273	2.190034184868841	0.9353972373225825	3.4446711324150994	0.005312823974841579	0.0009642855286469221
LPAR6	3.5044258919647504	4.811604970945548	-1.4094646699323015	0.8255805153576334	0.35258263842736687	1.2985783922879	0.005315282606264431	0.0009650510101343768
TIPRL	-3.504205705220351	6.103374221181389	-1.5105645402201837	-0.5932619817183662	-0.9331795122653342	-0.25334445117139814	0.00531581786329343	0.000965692597140619
DUSP2	-3.5041734117954673	2.885284552731683	-1.1345054179330871	-1.2880732963053783	-2.026099231773579	-0.5500473608371775	0.00531581786329343	0.0009657867289166744
ENTPD5	3.503465320777937	4.017560704172093	-1.3016559440086768	1.5754636488792215	0.6725895357043854	2.478337762054058	0.005325430069337693	0.0009678529363252767
ECEL1	-3.5031389651623197	-1.5418428287619543	-0.7850822046021779	-3.5208655040458408	-5.538807632318225	-1.5029233757734568	0.005328916707765453	0.0009688066591234852
IFI35	3.5028906012424414	5.094294332871253	-1.4335850449929897	1.1014865572373527	0.4701378951802835	1.7328352192944219	0.005331151093785916	0.0009695330637828081
FSCN2	3.502318110411587	-0.5230011770100808	-0.8307860811824694	1.4697496912479795	0.6271827311013317	2.312316651394627	0.005338605868246836	0.0009712094399351151
FAM178A	3.5021583203000026	5.657525699599255	-1.4907121829231968	0.590618213649404	0.25201763353152606	0.929218793767282	0.005339417793793371	0.0009716778327443792
B3GALNT2	-3.5019144961796838	5.537849313405664	-1.4863057932533668	-0.6197498867780267	-0.9750763518011143	-0.26442342175493905	0.005340794792059045	0.0009723929694954213
DIS3L	3.5018541785914046	5.289197578781075	-1.463795738047808	0.6741464217657658	0.28762567194380617	1.0606671715877254	0.005340794792059045	0.0009725699585299113
MTMR8	-3.501442559931274	-2.1925580118895986	-0.7748430351232738	-1.7989056268708663	-2.8304264779656747	-0.7673847757760579	0.005345668792071577	0.0009737785853665522
SLC27A2	3.501048375200791	2.8679719685808447	-1.1391543279648877	2.489509639447837	1.0618248326610935	3.9171944462345802	0.005350266018413977	0.000974937363355436
STX6	-3.5008067198040598	6.440706139169301	-1.5308487741973096	-0.604868469421139	-0.951772582809213	-0.2579643560330651	0.005352403925972663	0.0009756484033229448
APC	3.4997160328638595	5.40839327729989	-1.479472324497884	0.7120611387680738	0.3035526226627467	1.1205696548734008	0.005368274598284549	0.0009788637645881016
RIMS3	-3.498207911455852	2.2443852224343113	-1.076803119865196	-1.5363100855674565	-2.4180690856978275	-0.6545510854370855	0.0053909727012795925	0.0009833263719991666
MOBKL2B	-3.4977393641507186	3.1786738594110635	-1.2013651442597721	-1.176150578744295	-1.851287904571623	-0.5010132529169669	0.00539681837904788	0.0009847167709037513
TTC4	-3.4970819562858537	5.004898018430851	-1.4528969109066106	-0.4731116031232432	-0.7447395344646215	-0.20148367178186494	0.005404318281787053	0.0009866707668150297
SUCLG2	3.4970605719301955	6.1076784640272255	-1.5290364902657378	0.6869220485753393	0.2925365488596214	1.0813075482910572	0.005404318281787053	0.0009867343889869455
PIGQ	3.4955251165572268	5.966284038526427	-1.5242749710379337	0.8399846995549156	0.35750884323554843	1.3224605558742828	0.005427312103095443	0.0009913128694379399
NFIA	3.4954342041108846	6.28328738930903	-1.5304844967304678	1.46483740634823	0.6234327186956657	2.306242094000794	0.005427312103095443	0.0009915845896466269
TNFSF10	3.4952594309397096	7.246108950117381	-1.5451842549415469	1.4377259328244367	0.6118528200868948	2.2635990455619788	0.005428387808387651	0.000992107153208626
CXCL6	-3.4942003894124376	-3.5087867617142434	-0.7766801835450305	-2.853191025101178	-4.492646697476046	-1.213735352726309	0.005443955193111732	0.0009952792557256524
C12orf32	-3.493817198258048	5.377677336212086	-1.4923557788750355	-0.7457639639373008	-1.1743301014096763	-0.31719782646492534	0.005448456279822771	0.0009964293917153356
ZDHHC17	3.493379292617661	4.891787279974255	-1.4503452296760893	0.6935708330769987	0.2949484171062572	1.0921932490477402	0.005453860565976014	0.0009977453023401165
VASH2	-3.4927225829593103	2.596490443540863	-1.1351104200805366	-1.6945185136641125	-2.6686080162621644	-0.7204290110660608	0.005462507734480791	0.0009997218257453068
SLC25A19	-3.492635767052381	3.554405488385407	-1.2615657862667478	-0.8673207395319897	-1.3659101743523419	-0.36873130471163756	0.005462507734480791	0.0009999833978797269
TP73	3.491323668380628	1.0157704294997207	-0.9554931588040096	1.8049884889579135	0.7669798661594167	2.8429971117564103	0.005482347729713389	0.0010039446383120795
CTDSPL	3.491020229044192	5.971013317741815	-1.5393493642494755	0.7361352257545812	0.3127634794118293	1.1595069720973332	0.005483969829896427	0.0010048628516555595
MYL5	3.4910078204011046	2.7358837030044207	-1.1447875822092293	0.9722632390155694	0.41308574808317866	1.5314407299479602	0.005483969829896427	0.0010049004174783182
ALS2CR4	-3.4900442008470254	4.858751604463328	-1.4583553629461585	-0.6402778172416523	-1.0086222970568046	-0.2719333374265001	0.005498110202542677	0.0010078217620516667
UBA2	-3.489402231769551	6.929217435221234	-1.5682380865498953	-0.6583899099862718	-1.0372237527057935	-0.27955606726675014	0.0055069477912078725	0.0010097724688623204
ACTB	-3.489279956603859	12.170286567167063	-1.450930751072903	-0.647478649200492	-1.020047269472713	-0.274910028928271	0.00550717245773698	0.0010101444255813054
NAPG	3.4891381600397926	5.163091523937912	-1.4909637313899813	0.6363630191651612	0.2701756128447531	1.0025504254855693	0.005507721512599336	0.001010575929188647
MUL1	3.4889586243447335	5.232430081441223	-1.4971458789063892	0.5323616459840199	0.22600480880271445	0.8387184831653254	0.005508897288726421	0.0010111225293902668
CAP2	3.487621990280706	4.890035445429899	-1.455281703719896	1.2700671617288473	0.5389046481969011	2.0012296752607934	0.005529307622056282	0.0010152008048424058
PDHB	3.4873800675729245	6.106462648003819	-1.556691181830029	0.5956174186297911	0.2527037896623685	0.9385310475972137	0.005531527581477675	0.0010159406212707945
WDTC1	3.48634049713906	6.580446222541802	-1.5722883009776654	0.6183605408805786	0.2622469038001892	0.9744741779609679	0.005545820198982511	0.001019125550268145
CDK4	-3.4862733946140096	6.963231490052582	-1.5796831309665746	-0.5220342146667081	-0.8226793379855067	-0.2213890913479094	0.005545820198982511	0.0010193314586003058
LPHN1	3.4861973342198658	5.762522352375487	-1.5373195051048976	0.9868540644117578	0.4185017865771997	1.5552063422463158	0.005545820198982511	0.0010195649026477757
SLC6A16	-3.486065742368596	-1.0893214126312725	-0.8542334286495139	-1.9010864261474083	-2.996007778548163	-0.8061650737466537	0.005546205828805842	0.0010199689037719813
SFRS3	-3.485900301480762	8.104979079449327	-1.5679165970606217	-0.442880168560297	-0.6979669235354797	-0.18779341358511425	0.005547157277500708	0.0010204770415005806
DDX11	-3.4857090933958115	4.433104344276925	-1.409337380320805	-0.9288629366379233	-1.4638917017308073	-0.3938341715450393	0.005548539800081486	0.0010210646214684489
PCLO	3.4850433795959823	3.930595629863027	-1.3473961472797749	1.2967968866793345	0.5496940108543839	2.043899762504285	0.005557856195162465	0.0010231128671575349
PTPRA	3.484765718558857	6.8100987873461225	-1.581681654939799	0.5035291486064066	0.21341582942296256	0.7936424677898507	0.005558351493980632	0.0010239683215909898
FAM73A	3.4847084558166213	4.793500907002704	-1.4602304291185053	0.9946806868807734	0.42157611418989427	1.5677852595716524	0.005558351493980632	0.0010241448288776161
FAM131C	-3.484585672177802	-2.533495023058777	-0.8116090386379229	-2.399040685607702	-3.7813432189263874	-1.0167381522890167	0.005558351493980632	0.0010245233961938553
TPD52L2	-3.484580487848432	7.017618453712439	-1.584375302646439	-0.5092483073949197	-0.8026723734944109	-0.21582424129542843	0.005558351493980632	0.0010245393834850786
CXXC4	3.4842376273929427	-1.1822512742379956	-0.8534829361230214	2.0303864942823746	0.8603818473964633	3.2003911411682857	0.005562278054490898	0.0010255972148520756
CDC42BPB	3.483797473962218	7.275641052453651	-1.584664746015111	0.5761164432661277	0.24408897938473928	0.908143907147516	0.005567837805605379	0.0010269567508116588
PRR7	-3.483649910222301	0.990962945238083	-0.9733511015347522	-1.6039750101415367	-2.5284171429968825	-0.6795328772861908	0.0055684977951629576	0.0010274129265309673
CIT	-3.4828376122094733	4.334570241263987	-1.3988878640120186	-1.0105650196667275	-1.5931344242220655	-0.4279956151113894	0.005580310119157492	0.0010299275072775359
C2orf3	-3.4826941606265653	4.492697051309153	-1.4344905666793206	-0.6251453143794423	-0.9855432377363456	-0.2647473910225391	0.005580903372331124	0.0010303721901829355
